case_id,summary,offense,ipc_section,detention,expected_sentence,age,gender,priority_label,undertrial_flag
C00315,"Minor theft case, undertrial for 32 months",theft,IPC 379,32,6,59,Female,high,yes
C00316,"Robbery case, undertrial for 6 months",robbery,IPC 392,6,36,40,Female,low,no
C00317,"Financial fraud case, in custody for 17 months",fraud,IPC 420,17,12,69,Male,high,yes
C00318,"Robbery case, detained for 28 months",robbery,IPC 392,28,36,31,Male,medium,no
C00319,"Minor theft case, in custody for 33 months",theft,IPC 379,33,6,30,Female,high,yes
C00320,"Physical assault case, in custody for 16 months",assault,IPC 351,16,24,47,Female,medium,no
C00321,"Financial fraud case, undertrial for 29 months",fraud,IPC 420,29,12,46,Female,high,yes
C00322,"Robbery case, in custody for 20 months",robbery,IPC 392,20,36,35,Male,medium,no
C00323,"Physical assault case, undertrial for 23 months",assault,IPC 351,23,24,24,Male,medium,no
C00324,"Financial fraud case, detained for 7 months",fraud,IPC 420,7,12,56,Male,medium,no
C00325,"Robbery case, undertrial for 1 months",robbery,IPC 392,1,36,49,Female,low,no
C00326,"Financial fraud case, detained for 12 months",fraud,IPC 420,12,12,33,Female,medium,no
C00327,"Physical assault case, undertrial for 11 months",assault,IPC 351,11,24,19,Male,low,no
C00328,"Robbery case, undertrial for 14 months",robbery,IPC 392,14,36,34,Female,low,no
C00329,"Financial fraud case, in custody for 21 months",fraud,IPC 420,21,12,38,Female,high,yes
C00330,"Minor theft case, detained for 9 months",theft,IPC 379,9,6,59,Female,high,yes
C00331,"Physical assault case, detained for 21 months",assault,IPC 351,21,24,52,Male,medium,no
C00332,"Minor theft case, detained for 14 months",theft,IPC 379,14,6,24,Male,high,yes
C00333,"Minor theft case, undertrial for 6 months",theft,IPC 379,6,6,46,Male,medium,no
C00334,"Robbery case, detained for 25 months",robbery,IPC 392,25,36,40,Female,medium,no
C00335,"Financial fraud case, detained for 18 months",fraud,IPC 420,18,12,57,Male,high,yes
C00336,"Minor theft case, detained for 31 months",theft,IPC 379,31,6,64,Female,high,yes
C00337,"Minor theft case, in custody for 16 months",theft,IPC 379,16,6,51,Female,high,yes
C00338,"Financial fraud case, undertrial for 23 months",fraud,IPC 420,23,12,25,Female,high,yes
C00339,"Minor theft case, in custody for 31 months",theft,IPC 379,31,6,38,Male,high,yes
C00340,"Minor theft case, in custody for 11 months",theft,IPC 379,11,6,33,Male,high,yes
C00341,"Robbery case, detained for 16 months",robbery,IPC 392,16,36,70,Male,low,no
C00342,"Physical assault case, undertrial for 14 months",assault,IPC 351,14,24,32,Male,medium,no
C00343,"Minor theft case, detained for 9 months",theft,IPC 379,9,6,19,Female,high,yes
C00344,"Minor theft case, undertrial for 21 months",theft,IPC 379,21,6,28,Male,high,yes
C00345,"Physical assault case, detained for 16 months",assault,IPC 351,16,24,38,Female,medium,no
C00346,"Physical assault case, undertrial for 19 months",assault,IPC 351,19,24,32,Male,medium,no
C00347,"Financial fraud case, in custody for 31 months",fraud,IPC 420,31,12,53,Male,high,yes
C00348,"Physical assault case, detained for 21 months",assault,IPC 351,21,24,46,Male,medium,no
C00349,"Physical assault case, in custody for 7 months",assault,IPC 351,7,24,43,Male,low,no
C00350,"Physical assault case, detained for 21 months",assault,IPC 351,21,24,52,Female,medium,no
C00351,"Physical assault case, in custody for 25 months",assault,IPC 351,25,24,70,Female,high,yes
C00352,"Robbery case, in custody for 11 months",robbery,IPC 392,11,36,46,Male,low,no
C00353,"Physical assault case, undertrial for 24 months",assault,IPC 351,24,24,49,Female,medium,no
C00354,"Financial fraud case, in custody for 33 months",fraud,IPC 420,33,12,21,Female,high,yes
C00355,"Minor theft case, in custody for 4 months",theft,IPC 379,4,6,27,Male,medium,no
C00356,"Financial fraud case, in custody for 14 months",fraud,IPC 420,14,12,19,Male,high,yes
C00357,"Minor theft case, undertrial for 23 months",theft,IPC 379,23,6,43,Male,high,yes
C00358,"Minor theft case, undertrial for 26 months",theft,IPC 379,26,6,36,Male,high,yes
C00359,"Physical assault case, detained for 4 months",assault,IPC 351,4,24,62,Female,low,no
C00360,"Robbery case, in custody for 18 months",robbery,IPC 392,18,36,30,Female,low,no
C00361,"Physical assault case, undertrial for 32 months",assault,IPC 351,32,24,67,Male,high,yes
C00362,"Physical assault case, detained for 19 months",assault,IPC 351,19,24,48,Female,medium,no
C00363,"Physical assault case, undertrial for 23 months",assault,IPC 351,23,24,63,Female,medium,no
C00364,"Minor theft case, undertrial for 14 months",theft,IPC 379,14,6,24,Female,high,yes
C00365,"Minor theft case, undertrial for 12 months",theft,IPC 379,12,6,32,Female,high,yes
C00366,"Physical assault case, detained for 36 months",assault,IPC 351,36,24,64,Male,high,yes
C00367,"Physical assault case, undertrial for 10 months",assault,IPC 351,10,24,68,Female,low,no
C00368,"Physical assault case, in custody for 8 months",assault,IPC 351,8,24,31,Male,low,no
C00369,"Minor theft case, detained for 8 months",theft,IPC 379,8,6,39,Female,high,yes
C00370,"Minor theft case, in custody for 16 months",theft,IPC 379,16,6,64,Male,high,yes
C00371,"Robbery case, undertrial for 3 months",robbery,IPC 392,3,36,54,Female,low,no
C00372,"Financial fraud case, undertrial for 7 months",fraud,IPC 420,7,12,24,Male,medium,no
C00373,"Physical assault case, in custody for 10 months",assault,IPC 351,10,24,65,Female,low,no
C00374,"Physical assault case, in custody for 19 months",assault,IPC 351,19,24,31,Female,medium,no
C00375,"Physical assault case, in custody for 20 months",assault,IPC 351,20,24,70,Female,medium,no
C00376,"Physical assault case, in custody for 16 months",assault,IPC 351,16,24,39,Female,medium,no
C00377,"Minor theft case, undertrial for 21 months",theft,IPC 379,21,6,69,Female,high,yes
C00378,"Robbery case, undertrial for 1 months",robbery,IPC 392,1,36,48,Male,low,no
C00379,"Physical assault case, in custody for 15 months",assault,IPC 351,15,24,39,Female,medium,no
C00380,"Robbery case, undertrial for 28 months",robbery,IPC 392,28,36,28,Female,medium,no
C00381,"Minor theft case, undertrial for 28 months",theft,IPC 379,28,6,38,Male,high,yes
C00382,"Physical assault case, undertrial for 22 months",assault,IPC 351,22,24,29,Female,medium,no
C00383,"Financial fraud case, undertrial for 9 months",fraud,IPC 420,9,12,61,Female,medium,no
C00384,"Financial fraud case, detained for 21 months",fraud,IPC 420,21,12,27,Female,high,yes
C00385,"Financial fraud case, in custody for 29 months",fraud,IPC 420,29,12,34,Female,high,yes
C00386,"Robbery case, detained for 8 months",robbery,IPC 392,8,36,36,Female,low,no
C00387,"Minor theft case, undertrial for 14 months",theft,IPC 379,14,6,20,Male,high,yes
C00388,"Physical assault case, in custody for 24 months",assault,IPC 351,24,24,43,Male,medium,no
C00389,"Minor theft case, detained for 29 months",theft,IPC 379,29,6,64,Female,high,yes
C00390,"Minor theft case, undertrial for 30 months",theft,IPC 379,30,6,56,Male,high,yes
C00391,"Minor theft case, detained for 15 months",theft,IPC 379,15,6,60,Male,high,yes
C00392,"Physical assault case, in custody for 32 months",assault,IPC 351,32,24,42,Male,high,yes
C00393,"Minor theft case, detained for 31 months",theft,IPC 379,31,6,64,Female,high,yes
C00394,"Financial fraud case, undertrial for 16 months",fraud,IPC 420,16,12,35,Male,high,yes
C00395,"Minor theft case, in custody for 15 months",theft,IPC 379,15,6,68,Male,high,yes
C00396,"Physical assault case, in custody for 26 months",assault,IPC 351,26,24,54,Male,high,yes
C00397,"Physical assault case, undertrial for 21 months",assault,IPC 351,21,24,28,Male,medium,no
C00398,"Robbery case, detained for 11 months",robbery,IPC 392,11,36,42,Female,low,no
C00399,"Physical assault case, detained for 4 months",assault,IPC 351,4,24,70,Male,low,no
C00400,"Minor theft case, in custody for 30 months",theft,IPC 379,30,6,49,Male,high,yes
C00401,"Minor theft case, undertrial for 2 months",theft,IPC 379,2,6,69,Male,low,no
C00402,"Financial fraud case, in custody for 35 months",fraud,IPC 420,35,12,35,Female,high,yes
C00403,"Physical assault case, detained for 21 months",assault,IPC 351,21,24,19,Female,medium,no
C00404,"Robbery case, detained for 12 months",robbery,IPC 392,12,36,61,Male,low,no
C00405,"Robbery case, detained for 2 months",robbery,IPC 392,2,36,20,Female,low,no
C00406,"Physical assault case, undertrial for 1 months",assault,IPC 351,1,24,63,Male,low,no
C00407,"Minor theft case, undertrial for 36 months",theft,IPC 379,36,6,33,Male,high,yes
C00408,"Minor theft case, in custody for 32 months",theft,IPC 379,32,6,53,Female,high,yes
C00409,"Minor theft case, undertrial for 23 months",theft,IPC 379,23,6,68,Male,high,yes
C00410,"Minor theft case, in custody for 23 months",theft,IPC 379,23,6,51,Male,high,yes
C00411,"Minor theft case, detained for 36 months",theft,IPC 379,36,6,48,Male,high,yes
C00412,"Minor theft case, in custody for 13 months",theft,IPC 379,13,6,26,Female,high,yes
C00413,"Minor theft case, detained for 15 months",theft,IPC 379,15,6,39,Male,high,yes
C00414,"Physical assault case, detained for 32 months",assault,IPC 351,32,24,39,Male,high,yes
C00415,"Robbery case, in custody for 11 months",robbery,IPC 392,11,36,62,Male,low,no
C00416,"Financial fraud case, undertrial for 24 months",fraud,IPC 420,24,12,35,Male,high,yes
C00417,"Financial fraud case, undertrial for 5 months",fraud,IPC 420,5,12,27,Male,low,no
C00418,"Robbery case, undertrial for 5 months",robbery,IPC 392,5,36,38,Female,low,no
C00419,"Physical assault case, undertrial for 13 months",assault,IPC 351,13,24,51,Female,medium,no
C00420,"Physical assault case, in custody for 1 months",assault,IPC 351,1,24,50,Male,low,no
C00421,"Financial fraud case, undertrial for 28 months",fraud,IPC 420,28,12,33,Female,high,yes
C00422,"Minor theft case, in custody for 3 months",theft,IPC 379,3,6,57,Male,low,no
C00423,"Physical assault case, undertrial for 12 months",assault,IPC 351,12,24,37,Female,low,no
C00424,"Financial fraud case, detained for 19 months",fraud,IPC 420,19,12,50,Male,high,yes
C00425,"Robbery case, undertrial for 28 months",robbery,IPC 392,28,36,48,Male,medium,no
C00426,"Minor theft case, detained for 30 months",theft,IPC 379,30,6,59,Male,high,yes
C00427,"Minor theft case, in custody for 25 months",theft,IPC 379,25,6,21,Female,high,yes
C00428,"Robbery case, undertrial for 22 months",robbery,IPC 392,22,36,52,Male,medium,no
C00429,"Physical assault case, undertrial for 8 months",assault,IPC 351,8,24,39,Male,low,no
C00430,"Physical assault case, undertrial for 18 months",assault,IPC 351,18,24,28,Male,medium,no
C00431,"Physical assault case, in custody for 32 months",assault,IPC 351,32,24,51,Male,high,yes
C00432,"Physical assault case, undertrial for 3 months",assault,IPC 351,3,24,69,Male,low,no
C00433,"Robbery case, detained for 8 months",robbery,IPC 392,8,36,63,Male,low,no
C00434,"Financial fraud case, in custody for 35 months",fraud,IPC 420,35,12,54,Male,high,yes
C00435,"Financial fraud case, in custody for 33 months",fraud,IPC 420,33,12,49,Female,high,yes
C00436,"Physical assault case, detained for 1 months",assault,IPC 351,1,24,31,Male,low,no
C00437,"Minor theft case, undertrial for 22 months",theft,IPC 379,22,6,34,Male,high,yes
C00438,"Physical assault case, detained for 3 months",assault,IPC 351,3,24,33,Male,low,no
C00439,"Robbery case, undertrial for 8 months",robbery,IPC 392,8,36,49,Female,low,no
C00440,"Financial fraud case, detained for 8 months",fraud,IPC 420,8,12,23,Male,medium,no
C00441,"Robbery case, in custody for 13 months",robbery,IPC 392,13,36,23,Female,low,no
C00442,"Robbery case, in custody for 8 months",robbery,IPC 392,8,36,37,Male,low,no
C00443,"Physical assault case, detained for 27 months",assault,IPC 351,27,24,24,Male,high,yes
C00444,"Minor theft case, in custody for 28 months",theft,IPC 379,28,6,64,Female,high,yes
C00445,"Physical assault case, detained for 8 months",assault,IPC 351,8,24,21,Female,low,no
C00446,"Financial fraud case, detained for 13 months",fraud,IPC 420,13,12,59,Male,high,yes
C00447,"Financial fraud case, detained for 18 months",fraud,IPC 420,18,12,56,Female,high,yes
C00448,"Physical assault case, in custody for 7 months",assault,IPC 351,7,24,60,Male,low,no
C00449,"Minor theft case, in custody for 25 months",theft,IPC 379,25,6,69,Female,high,yes
C00450,"Robbery case, detained for 19 months",robbery,IPC 392,19,36,34,Female,medium,no
C00451,"Physical assault case, in custody for 18 months",assault,IPC 351,18,24,30,Male,medium,no
C00452,"Financial fraud case, detained for 12 months",fraud,IPC 420,12,12,35,Female,medium,no
C00453,"Robbery case, undertrial for 12 months",robbery,IPC 392,12,36,19,Female,low,no
C00454,"Robbery case, detained for 32 months",robbery,IPC 392,32,36,57,Male,medium,no
C00455,"Robbery case, detained for 34 months",robbery,IPC 392,34,36,56,Male,medium,no
C00456,"Physical assault case, undertrial for 23 months",assault,IPC 351,23,24,61,Male,medium,no
C00457,"Robbery case, in custody for 10 months",robbery,IPC 392,10,36,21,Female,low,no
C00458,"Financial fraud case, in custody for 29 months",fraud,IPC 420,29,12,18,Male,high,yes
C00459,"Physical assault case, in custody for 9 months",assault,IPC 351,9,24,30,Female,low,no
C00460,"Physical assault case, in custody for 25 months",assault,IPC 351,25,24,21,Female,high,yes
C00461,"Robbery case, detained for 14 months",robbery,IPC 392,14,36,34,Female,low,no
C00462,"Robbery case, detained for 33 months",robbery,IPC 392,33,36,53,Female,medium,no
C00463,"Physical assault case, in custody for 32 months",assault,IPC 351,32,24,38,Female,high,yes
C00464,"Physical assault case, in custody for 28 months",assault,IPC 351,28,24,21,Female,high,yes
C00465,"Robbery case, undertrial for 7 months",robbery,IPC 392,7,36,27,Female,low,no
C00466,"Minor theft case, detained for 11 months",theft,IPC 379,11,6,67,Male,high,yes
C00467,"Financial fraud case, undertrial for 16 months",fraud,IPC 420,16,12,19,Female,high,yes
C00468,"Minor theft case, detained for 15 months",theft,IPC 379,15,6,47,Male,high,yes
C00469,"Robbery case, undertrial for 5 months",robbery,IPC 392,5,36,39,Male,low,no
C00470,"Physical assault case, detained for 8 months",assault,IPC 351,8,24,44,Male,low,no
C00471,"Minor theft case, in custody for 23 months",theft,IPC 379,23,6,50,Male,high,yes
C00472,"Physical assault case, in custody for 31 months",assault,IPC 351,31,24,47,Female,high,yes
C00473,"Robbery case, in custody for 25 months",robbery,IPC 392,25,36,22,Male,medium,no
C00474,"Minor theft case, detained for 16 months",theft,IPC 379,16,6,47,Male,high,yes
C00475,"Physical assault case, in custody for 29 months",assault,IPC 351,29,24,23,Female,high,yes
C00476,"Physical assault case, detained for 4 months",assault,IPC 351,4,24,28,Female,low,no
C00477,"Physical assault case, undertrial for 32 months",assault,IPC 351,32,24,43,Female,high,yes
C00478,"Financial fraud case, detained for 21 months",fraud,IPC 420,21,12,48,Female,high,yes
C00479,"Minor theft case, detained for 30 months",theft,IPC 379,30,6,42,Female,high,yes
C00480,"Robbery case, detained for 25 months",robbery,IPC 392,25,36,55,Female,medium,no
C00481,"Robbery case, in custody for 17 months",robbery,IPC 392,17,36,51,Male,low,no
C00482,"Physical assault case, in custody for 6 months",assault,IPC 351,6,24,66,Female,low,no
C00483,"Minor theft case, detained for 7 months",theft,IPC 379,7,6,36,Female,high,yes
C00484,"Physical assault case, undertrial for 34 months",assault,IPC 351,34,24,26,Female,high,yes
C00485,"Minor theft case, detained for 17 months",theft,IPC 379,17,6,24,Male,high,yes
C00486,"Minor theft case, undertrial for 23 months",theft,IPC 379,23,6,67,Male,high,yes
C00487,"Physical assault case, undertrial for 26 months",assault,IPC 351,26,24,64,Female,high,yes
C00488,"Minor theft case, in custody for 28 months",theft,IPC 379,28,6,20,Female,high,yes
C00489,"Physical assault case, undertrial for 31 months",assault,IPC 351,31,24,48,Male,high,yes
C00490,"Physical assault case, detained for 8 months",assault,IPC 351,8,24,66,Female,low,no
C00491,"Minor theft case, in custody for 19 months",theft,IPC 379,19,6,33,Male,high,yes
C00492,"Minor theft case, in custody for 36 months",theft,IPC 379,36,6,64,Male,high,yes
C00493,"Robbery case, undertrial for 19 months",robbery,IPC 392,19,36,60,Female,medium,no
C00494,"Physical assault case, undertrial for 20 months",assault,IPC 351,20,24,41,Male,medium,no
C00495,"Financial fraud case, detained for 19 months",fraud,IPC 420,19,12,44,Male,high,yes
C00496,"Physical assault case, in custody for 27 months",assault,IPC 351,27,24,53,Female,high,yes
C00497,"Physical assault case, detained for 16 months",assault,IPC 351,16,24,56,Male,medium,no
